crop_type,variety
Hibiscus,99 Arnonthinus
Hibiscus,Spot of pink Dream
Hibiscus,952
Hibiscus,95
Hibiscus,Classic Salmon
Hibiscus,Cairo Red
Hibiscus,Classic Apricot
Hibiscus,pep
Hibiscus,77430008
Hibiscus,77430009
Hibiscus,Irene mutation
Hibiscus,77430003
Hoya,Albo Variegata
Hoya,Bella
Hoya,Burtoniae
Hoya,Compacta Variegata
Hoya,Curtisii
Hoya,DS-70
Hoya,David Cummingi
Hoya,Flamingo
Hoya,Flamingo Dream
Hoya,Gracillis
Hoya,Green ghost
Hoya,Hoya Plain
Hoya,Krohniana Black Leaves
Hoya,Krohniana Black Margin
Hoya,Krohniana Eskimo
Hoya,Lacunosa
Hoya,Lacunosa Variegata
Hoya,Latifolia
Hoya,Longifolia
Hoya,Mathilda
Hoya,Mathilde
Hoya,Memoria
Hoya,Microphylla
Hoya,Obovata
Hoya,Percie
Hoya,Puber
Hoya,Quinquenervia
Hoya,Rosita
Hoya,Shirley 1
Hoya,Silver dark
Hoya,Sunrise
Hoya,Tricolor Wayetti
Hoya,Unknown 20
Hoya,Verticillata MA168
Hoya,Verticillata black margin
Hoya,Wayetii
Hoya,australis
Hoya,australis tricolor
Hoya,carnosa variegata
Hoya,compacta
Hoya,cumingiana
Hoya,davidcummingii
Hoya,heuschkeliana variegata
Hoya,krohnina Splash
Hoya,obscura Sunrise
Hoya,polyneura
Hoya,pubicalyx
Hoya,pubicalyx Silver Spot
Hoya,wayetii green
Hoya,Wrinkles
Hoya,callystophylla
Hoya,Sploei
Hoya,Krimson Queen
Hoya,Pot of Gold
Hoya,wilsbugiae
Hoya,Hayi
Hoya,Para splash
Hoya,AWT Blondie
Hoya,Variety N3
Hoya,Variety N4
Hoya,Variety N5
HUERNIA,Thuretti
Hydrangea,14-2001-02
Hydrangea,16-20018-01
Hydrangea,16-20018-02
Hydrangea,16-20029-13
Hydrangea,18-20499-02
Hydrangea,18-20613-02
Hydrangea,18-20614-01
Hydrangea,18-20644-02
Hydrangea,20-20930-06
Hydrangea,20-20947-01
Hydrangea,20-20954-01
Hydrangea,20-20955-03
Hydrangea,20-20957-01
Hydrangea,20-20957-02
Hydrangea,20-20957-06
Hydrangea,20-20984-01
Hydrangea,20-30089-07
Hydrangea,20-30091-01
Hydrangea,20-30091-03
Hydrangea,20-30091-05
Hydrangea,20-30092-01
Hydrangea,20-30092-07
Hydrangea,20-30092-08
Hydrangea,20-30092-09
Hydrangea,20-30092-11
Hydrangea,20-30092-12
Hydrangea,21-30276-02
Hydrangea,21-3033-02
Hydrangea,Adula
Hydrangea,Amacha
Hydrangea,Anda
Hydrangea,Ankong
Hydrangea,Antico Fresco(20-30033-02)
Hydrangea,Beauty of Boskoop (12-066-13)
Hydrangea,Bubble Gum
Hydrangea,Diva
Hydrangea,Doppio Bianco
Hydrangea,Doppio Eccelente
Hydrangea,Doppio Nuvola
Hydrangea,Doppio Rosa
Hydrangea,Early Blue
Hydrangea,F&E DE JONG
Hydrangea,Fabolo
Hydrangea,Forever and Ever
Hydrangea,Forever and Ever (08-016-01)
Hydrangea,Ice Boy
Hydrangea,Leuchtfeuer
Hydrangea,M. Rembrandt Inverno
Hydrangea,M. Rocky Red
Hydrangea,Macr Matahari
Hydrangea,Macr. Doppio Azzuro (19-20793-06)
Hydrangea,Macr. Vita Colori (20-30033-01)
Hydrangea,Magical Amethyst
Hydrangea,Magical Evolution
Hydrangea,Magical Jewel
Hydrangea,Magical Revolution
Hydrangea,Marshmallow
Hydrangea,Mata Hari
Hydrangea,Mc Pure
Hydrangea,Morana
Hydrangea,Multi Colori
Hydrangea,Ningbo
Hydrangea,Odoriko Amacha
Hydrangea,Paniculata Whitelight
Hydrangea,Pink Light
Hydrangea,Purelution
Hydrangea,Red Baron
Hydrangea,Rembrandt Autunno
Hydrangea,Rembrandt Bella Pesche
Hydrangea,Rembrandt Dolce Chic
Hydrangea,Rembrandt Elegant Rosa
Hydrangea,Rembrandt Estate
Hydrangea,Rembrandt Grande Blush (16-20010-02)
Hydrangea,Rembrandt Novello
Hydrangea,Rembrandt Rosso Glory
Hydrangea,Rembrandt Van Rijn (14-20001-01)
Hydrangea,Rembrandt Vibrandt Verde
Hydrangea,Rosita
Hydrangea,Royal Red
Hydrangea,Scandens
Hydrangea,Sneeuwbal
Hydrangea,Van Rijn
Hydrangea,Wine Gum
Hydrangea,Wudu
Hydrangea,Yae No Amacha
Hydrangea,doppio unicorn (19-20792-02)
Hydrangea,flower wow
Hydrangea,fox hero (20-20895-05)
Hydrangea,fox marble (20-30050-01)
Hydrangea,macrophylla Doppio Fredo
Hydrangea,macrophylla Doppio Rosato
Hydrangea,macrophylla Fox Pastel
Hydrangea,macrophylla Vox Marine
Hydrangea,macrophylla eclipse
Hydrangea,PMS
Hydrangea,G.Breaker
Hydrangea,Revo red
Hydrangea,Revo purple
Hydrangea,Revo green
Hydrangea,Revo yellow
Hydrangea,Amet
Hydrangea,UNG
Hypericum,06-0220-014 Berry Orange
Hypericum,10-0001-005
Hypericum,1315-02 White
Hypericum,15-0010-34 Berry Brown
Hypericum,15-0014-004 Berry Pink
Hypericum,16-0089-001
Hypericum,18-20499-02
Hypericum,18-20613-02
Hypericum,18-20614-01
Hypericum,18-20644-02
Hypericum,Baby
Hypericum,Berry Brown
Hypericum,Berry Orange
Hypericum,Berry Pink
Hypericum,Berry Red (Hot)
Hypericum,Coco fiesta
Hypericum,Coco montana
Hypericum,Coco rio
Hypericum,Go Mega
Hypericum,Green Jewel
Hypericum,Hot
Hypericum,Icy
Hypericum,Kiwi
Hypericum,Madelon
Hypericum,Magical Beauty
Hypericum,Magical Grace
Hypericum,Magical Green Power
Hypericum,Magical Green Revival
Hypericum,Magical Impression
Hypericum,Magical Innoncense
Hypericum,Magical Lightning
Hypericum,Magical Royal Princess
Hypericum,Magical Sunshine
Hypericum,Magical Universe
Hypericum,Magical White
Hypericum,Magical White Fall
Hypericum,Miracle Bliss
Hypericum,Miracle Blossom
Hypericum,Miracle Grandeur
Hypericum,Miracle Marvel
Hypericum,Miracle Night
Hypericum,Miracle Pistache
Hypericum,Miracle Summer
Hypericum,Orange
Hypericum,Red Jewel
Hypericum,Romance
Hypericum,Salmon Jewel
Hypericum,Silk Jewel
Hypericum,excellente
Ipomoea,118102
Ipomoea,19003
Ipomoea,19008
Ipomoea,20001
Ipomoea,BC
Ipomoea,BHK
Ipomoea,BHV
Ipomoea,BPV
Ipomoea,Beauregard
Ipomoea,Beauregard Improved
Ipomoea,Beauregard M
Ipomoea,Beauregard-2
Ipomoea,Beauregard-3
Ipomoea,Covington
Ipomoea,Covington 1
Ipomoea,Covington 2
Ipomoea,Covington E
Ipomoea,JPC
Ipomoea,SOHK 2019
Ipomoea,SOHK 2021
Ipomoea,Vineland L105
Ipomoea,Vineland T401
Ipomoea,08(05)2223
Iresine,Green
Iresine,Heart
Iresine,Herbstii Amaranthacea
JASMINUM,Nudiflorum
Kalanchoe,77150001
Kalanchoe,77150002
Kalanchoe,77150003
Kalanchoe,77150004
Kalanchoe,77150005
Kalanchoe,77150006
Kalanchoe,77150007
Kalanchoe,77150008
Kalanchoe,77150009
Kalanchoe,beharensis Roseleaf
Kalanchoe,beharensis var. subnuda
Kalanchoe,blossfeldiana
Kalanchoe,daigremontiana Alligator
Kalanchoe,daigremontiana Octopus
Kalanchoe,daigremontiana Pink Butterfly
Kalanchoe,delagoensis Tubiflora
Kalanchoe,houghtonii
Kalanchoe,kewensis
Kalanchoe,laciniata variegata
Kalanchoe,luciae Oricula
Kalanchoe,marmorata
Kalanchoe,schizophyllum
Kalanchoe,thyrsiflora
Kalanchoe,thyrsiflora variegata
Kalanchoe,tomentosa
Kalanchoe,tomentosa Brownie
Kalanchoe,tomentosa Chocolate Soldier
Kalanchoe,tomentosa Dark Brown
Kalanchoe,tomentosa Hairy Harry
Kalanchoe,tomentosa Yellow
Kalanchoe,Sarcophylla
Kalanchoe,V.plum power
Kalanchoe,Villosa Kasanda
Kalanchoe,Kaviendra
KNIPHIFIA,Spring Golden Rocket 22.007
KNIPHIFIA,Romantick Candlight 19.096
KNIPHIFIA,Spring Bright Rocket 22.095
KNIPHIFIA,Shiny Orange Firework 19.019
KNIPHIFIA,Moonlight Firework 22.091
KNIPHIFIA,Spring Fiery Orange Rocket 22.094
KNIPHIFIA,Bright Lemon Firework 19.020
KNIPHIFIA,Blazing Red Fireworks 202
KNIPHIFIA,Sunny Yellow Fireworks 244
KNIPHIFIA,Fiery Red Firework 21.001
KNIPHIFIA,Smooth Candlelight 19.096
KNIPHIFIA,Red Fireworks 19.019
KNIPHIFIA,Red&white Candle light 21.002
KNIPHIFIA,Orange exploding Firework 20.016
KNIPHIFIA,Fiery Candle Light
KNIPHIFIA,Tropical Fireworks 22.090
KNIPHIFIA,Fiery Flame Firework 19.022
KNIPHIFIA,Tenerine Fiirework 22.120
KNIPHIFIA,Strong Golden
KNIPHIFIA,Soft color
Lampranthus,blandus Pink Vygie
Lavandula,9116
Lavandula,9516
Lavandula,9716
Lavandula,Common Lavenda
Lavandula,Grande Purple
Lavandula,Purple Flag
Lavandula,2023-01-09 00:00:00
Lavandula,2023-01-06 00:00:00
Lavandula,2023-02-09 00:00:00
Lavandula,pink
Lavandula,2024-01-01 00:00:00
Lavandula,158-01-23
Lavandula,2023-01-17 00:00:00
Lavandula,250-01-24
Lavandula,203-01-24
Lavandula,tops
Lepismium,77310001
Lepismium,cruciforme f. spiralis
LIRIOPE,Muscari Ingwersen
LIRIOPE,Muscari Ingwersen Big Blue
LIRIOPE,Muscari Money Maker
LIRIOPE,Muscari Monroe White
LIRIOPE,Muscari Royal Purple
LIRIOPE,Muscari ´wit´
Lobelia,Mara Blue
Lobelia,Mara Light Blue
Lobelia,Mara White
Lomandra,Longifolia White Sands
Marcgravia,Umbellata
Miscanthus,sin. ´Strictus´
Miscanthus,Missmini 20.132
Miscanthus,Gray Plains 20.136
Miscanthus,Red Tundra 20.129
Miscanthus,Furry Tails 20.071
Miscanthus,Savannah Grass
Miscanthus,Blaze of stars
Miscanthus,77640007
Monstera,Siltepecana
Monstera,adansonii
Monstera,Silver
Monstera,Skeleton
Muehlenbeckia,Complexa Maori
Nematanthus,77170001
Nematanthus,77170002
Nematanthus,77170003
Nematanthus,gregarius
Nematanthus,gregarius Aurora Gold
Nematanthus,gregarius Cherio
Nematanthus,gregarius Miami
Nematanthus,gregarius variegata
Nematanthus,tropicana
Ophiopogon,Ophiopogon 1
Ophiopogon,Ophiopogon 2
Ophiopogon,Ophiopogon Variegata
Ophiopogon,planiscapus Niger
Opuntia,monocantha
Orostachys,iwarenge
Orostachys,Snow drops
Osteospermum,1035-01-19
Osteospermum,1335-01-20
Osteospermum,181-04-20
Osteospermum,279-04-20
Osteospermum,586-06-18
Osteospermum,747-08-19
Osteospermum,772-07-19
Osteospermum,78-02-20
Osteospermum,822-03-19
Osteospermum,943-01-20
Osteospermum,Carla
Osteospermum,Hilde
Osteospermum,Mark
Osteospermum,Nost14-008-1
Osteospermum,Nost14-T32
Osteospermum,Nost15-085-1
Osteospermum,Nov Cream White
Osteospermum,Nov Pure White
Osteospermum,Nov White Pink
Osteospermum,Señorita 1000-05-21(Orange)
Osteospermum,Señorita 1029-10-23 (Cream)
Osteospermum,Señorita 1049-12-23
Osteospermum,Señorita 1049-13-23
Osteospermum,Señorita 1077-04-21(Dark Yellow)
Osteospermum,Señorita 108-05-19
Osteospermum,Señorita 1142-05-22 (Orange)
Osteospermum,Señorita 119-03-20 (Cream)
Osteospermum,Señorita 1264-01-22 (Carla)
Osteospermum,Señorita 1382-01-22 (Havilah)
Osteospermum,Señorita 1382-03-22
Osteospermum,Señorita 1414-05-22 (24 Orange Yellow)
Osteospermum,Señorita 1436-01-21 (Purple)
Osteospermum,Señorita 1436-10-21 (Purple RO)
Osteospermum,Señorita 1446-01-21 (Nina)
Osteospermum,Señorita 1451-05-21 (Monica)
Osteospermum,Señorita 1484-01-21 (Light Pink)
Osteospermum,Señorita 153-01-23(Purple)
Osteospermum,Señorita 153-05-23 (24 Purple 353)
Osteospermum,Señorita 155-08-23 (24 Purple 454)
Osteospermum,Señorita 1574-02-21(Yellow Blue)
Osteospermum,Señorita 1574-02-22 (cream)
Osteospermum,Señorita 1612-02-22 (24 Creme)
Osteospermum,Señorita 1622-02-21 (Nina light)
Osteospermum,Señorita 163-06-24 (25 white purple eye)
Osteospermum,Señorita 1645-01-21(Orange)
Osteospermum,Señorita 165-01-23 (Purple 1)
Osteospermum,Señorita 167-01-20
Osteospermum,Señorita 1739-04-22 (Purple 2)
Osteospermum,Señorita 1743-05-22
Osteospermum,Señorita 1762-01-21 (Pink-Purple)
Osteospermum,Señorita 1918-01-22 (Red Purple Eye)
Osteospermum,Señorita 1924-04-23 (25 Monica)
Osteospermum,Señorita 2005-10-22 (24 Linda improved)
Osteospermum,Señorita 2008-02-23 (25 Giant Lilac)
Osteospermum,Señorita 2030-04-23 (25 Madonna)
Osteospermum,Señorita 2079-01-22 (24 Purple 151)
Osteospermum,Señorita 2106-03-22
Osteospermum,Señorita 2116-01-22 (24 White Blue)
Osteospermum,Señorita 2121-01-22 (24 Comp. Purple)
Osteospermum,Señorita 2123-07-22 (24 Davina)
Osteospermum,Señorita 2199-01-22 (Davina)
Osteospermum,Señorita 2200-06-22 (24 Pink Beauty)
Osteospermum,Señorita 276-02-20
Osteospermum,Señorita 281-05-18
Osteospermum,Señorita 309-01-23 (Peach)
Osteospermum,Señorita 309-03-23 (pink)
Osteospermum,Señorita 309-04-23
Osteospermum,Señorita 320-01-18
Osteospermum,Señorita 320-02-23
Osteospermum,Señorita 331-05-23
Osteospermum,Señorita 405-03-23 (24 Pink)
Osteospermum,Señorita 423-08-23
Osteospermum,Señorita 456-03-18
Osteospermum,Señorita 486-01-19
Osteospermum,Señorita 504-04-20(Monica)
Osteospermum,Señorita 537-04-19
Osteospermum,Señorita 54-05-18
Osteospermum,Señorita 547-06-22 (Yellow Deep)
Osteospermum,Señorita 576-06-23
Osteospermum,Señorita 586-06-18
Osteospermum,Señorita 61-01-22(Maaike)
Osteospermum,Señorita 623-01-22 (Valencia Red)
Osteospermum,Señorita 651-08-23 (Purple 3)
Osteospermum,Señorita 691-08-22 (RED D)
Osteospermum,Señorita 710-04-23 (Monica)
Osteospermum,Señorita 710-09-23 (light pink)
Osteospermum,Señorita 73-01-17
Osteospermum,Señorita 766-05-23 (paint)
Osteospermum,Señorita 780-08-19 (Creme)
Osteospermum,Señorita 168-01-23
Osteospermum,Señorita 80-15-20
Osteospermum,Señorita 809-03-20(White)
Osteospermum,Señorita 844-02-19
Osteospermum,Señorita 908-04-20 (Madonna)
Osteospermum,Señorita 925-01-21 (Yellow)
Osteospermum,Señorita A8
Osteospermum,Señorita Alexia
Osteospermum,Señorita Amalia
Osteospermum,Señorita Amora
Osteospermum,Señorita Andreea
Osteospermum,Señorita Belinda
Osteospermum,Señorita Blanca
Osteospermum,Señorita Bonita
Osteospermum,Señorita Carla
Osteospermum,Señorita Christina
Osteospermum,Señorita Coco
Osteospermum,Señorita Cream White
Osteospermum,Señorita Cynthia
Osteospermum,Señorita Davina
Osteospermum,Señorita Double Lovely Pink
Osteospermum,Señorita Double Mandarine Trail 24
Osteospermum,Señorita Double Pink
Osteospermum,Señorita Double Purple
Osteospermum,Señorita Double Violet
Osteospermum,Señorita Double White Pink
Osteospermum,Señorita Double White Trail 24
Osteospermum,Señorita Double Yellow
Osteospermum,Señorita Double white Blue
Osteospermum,Señorita Havilah
Osteospermum,Señorita Isabella
Osteospermum,Señorita Isabella Impr.
Osteospermum,Señorita Jutta
Osteospermum,Señorita Kiki
Osteospermum,Señorita Lia
Osteospermum,Señorita Linda
Osteospermum,Señorita Lola
Osteospermum,Señorita Lucia
Osteospermum,Señorita Maaike
Osteospermum,Señorita Madonna
Osteospermum,Señorita Marie
Osteospermum,Señorita Mathijs
Osteospermum,Señorita Mia
Osteospermum,Señorita Mila
Osteospermum,Señorita Monica
Osteospermum,Señorita Nina
Osteospermum,Señorita Pamela
Osteospermum,Señorita Purple Trail
Osteospermum,Señorita Quinty
Osteospermum,Señorita Red
Osteospermum,Señorita Ron Purple
Osteospermum,Señorita Rosita
Osteospermum,Señorita Sevilla
Osteospermum,Señorita Sharon
Osteospermum,Señorita Solana
Osteospermum,Señorita Solana Mutant
Osteospermum,Señorita Tanja
Osteospermum,Señorita Tanja Improved
Osteospermum,Señorita Valencia
Osteospermum,Señorita White Pink
Osteospermum,Señorita White Spoon
Osteospermum,Señorita Yvonna
Osteospermum,Señorita double Cream
Osteospermum,Señorita double Magenta
Osteospermum,Señorita double white
Osteospermum,A26-08-22
Osteospermum,1759-04-22
Osteospermum,1024-10-23
Osteospermum,105-01-23
Osteospermum,403-08-23
Osteospermum,135-08-23
Osteospermum,760-04-23
Osteospermum,1942(04)23
Pachyphytum,Blue Haze
Pachyphytum,Captain Jessop
Pachyphytum,Dramatic
Pachyphytum,Ganzhou
Pachyphytum,Macho
Pachyphytum,Moonstone
Pachyphytum,amethystinum
Pachysandra,Terminalis
Parthenocissus,Amazonica
Parthenocissus,Engelmanni
Parthenocissus,striata Sugar Vine
Passiflora,Caerulea
Passiflora,Constance Elliot
Passiflora,Purple Haze
Pedilanthus,77350001
Pedilanthus,tithymaloides
Pelargonium,Elegance Belinda
Pelargonium,Elegance Bravo
Pelargonium,Elegance Emma
Pelargonium,Elegance Judith
Pelargonium,Elegance Kate
Pelargonium,Elegance Rosanna
Pellionia,pulchra
Pellionia,repens
Pennisetum,Alopecuroides
Pennisetum,Rubrum
Pennisetum,al ´Hameln´
Peperomia,Burbella
Peperomia,Burning Bush
Peperomia,C.F. Antoniana
Peperomia,Emarginella
Peperomia,Green
Peperomia,Green Gold
Peperomia,Jellie
Peperomia,Lime
Peperomia,Nevada
Peperomia,Obtusifolia Green Gold
Peperomia,Pink Polka
Peperomia,Pixie Green
Peperomia,Pixie Lime
Peperomia,Pixie Lime.
Peperomia,Pixie Variegata
Peperomia,Red Canyon
Peperomia,Red Margin
Peperomia,Red Pepper
Peperomia,Rotundifolia
Peperomia,Tetragona
Peperomia,Trailing Jade
Peperomia,USA
Peperomia,Uniq
Peperomia,angulata
Peperomia,arifolia
Peperomia,asperula
Peperomia,caperata Brasilia
Peperomia,caperata Costa Rica
Peperomia,caperata Havanna
Peperomia,caperata Mendoza
Peperomia,caperata Milano
Peperomia,caperata Quito
Peperomia,caperata Rio
Peperomia,caperata Tokyo
Peperomia,clusiifolia Ginny
Peperomia,clusiifolia Red Margin
Peperomia,clusiifolia UNIQ Opus Magnum
Peperomia,columella
Peperomia,deppeana
Peperomia,dolabriformis
Peperomia,dolabriformis Firesparks
Peperomia,ferreyrae Amigo Marcello
Peperomia,ferreyrae Happy Bean
Peperomia,ferreyrae Happy Bean (Small)
Peperomia,graveolens
Peperomia,maculosa Smaragd
Peperomia,metallica Colombiana
Peperomia,nivalis UNIQ Opus Grandis
Peperomia,obtusifolia Green
Peperomia,obtusifolia Lemon Lime
Peperomia,obtusifolia Lime
Peperomia,obtusifolia Marble
Peperomia,obtusifolia Obtipan Bicolor
Peperomia,obtusifolia Obtipan Green
Peperomia,obtusifolia Variegata
Peperomia,pecuniifolia
Peperomia,polybotrya Raindrop
Peperomia,prostrata Pepperspot
Peperomia,prostrata String of Turtle
Peperomia,scandens variegata
Peperomia,serpens Pixie Green
Peperomia,serpens Pixie Lime
Peperomia,serpens Pixie Variegata
Peperomia,trifolia UNIQ Opus Prima
Peperomia,verticillata Belly Button
Peperomia,verticillata Red Log
Peperomia,pereskifolia
Peperomia,Irene
Peperomia,Thymus vulgaris variegata
Peperomia,Sarcophylla
Peperomia,Golden Gates
Pericallis,44562
Pericallis,108-01-22
Pericallis,108-02-23
Pericallis,116-01-21(Pink Bicolor)
Pericallis,116-01-22
Pericallis,144-01-23
Pericallis,150-01-23
Pericallis,167-01-21
Pericallis,180-01-23
Pericallis,187-01-21
Pericallis,202-01-21
Pericallis,202-01-22
Pericallis,202-02-21
Pericallis,202-03-21
Pericallis,202-04-21
Pericallis,202-05-21
Pericallis,202-06-21
Pericallis,204-01-21
Pericallis,222-01-22
Pericallis,227-01-23
Pericallis,240-01-22
Pericallis,243-01-22
Pericallis,243-02-21
Pericallis,245-01-22
Pericallis,249-01-22
Pericallis,44564
Pericallis,342-01-22
Pericallis,366-01-22
Pericallis,414-01-23
Pericallis,42-01-21
Pericallis,42-02-21
Pericallis,427-01-22
Pericallis,437-01-22
Pericallis,438-01-22
Pericallis,440-01-22
Pericallis,440-01-23
Pericallis,475-01-22
Pericallis,476-01-22
Pericallis,53-01-21
Pericallis,53-01-22
Pericallis,549-01-22
Pericallis,561-01-22
Pericallis,44932
Pericallis,61-01-22
Pericallis,664-01-22
Pericallis,69-01-22
Pericallis,83-01-22
Pericallis,83-02-22
Pericallis,85-02-22
Pericallis,44570
Pericallis,Blue Bicolor
Pericallis,Blue White XXL
Pericallis,Bright Carmin
Pericallis,Dark Pink
Pericallis,Deep Blue
Pericallis,Flame Magenta Yellow
Pericallis,Flamingo Pink
Pericallis,Grape
Pericallis,Hot Pink Bicolor
Pericallis,Kobalt Blue
Pericallis,Lavender
Pericallis,Magenta
Pericallis,Magenta Bicolor
Pericallis,Magic Blue
Pericallis,Magic Pink Blue
Pericallis,Magic Salmon
Pericallis,Orange Red
Pericallis,Pericallis spp
Pericallis,Pink
Pericallis,Pink Bicolor
Pericallis,Purple Red
Pericallis,Red
Pericallis,Red Bicolor
Pericallis,Ruby Red
Pericallis,Salmon Pink
Pericallis,Senetti diamond blue
Pericallis,Senetti diamond pink
Pericallis,Senetti diamond pink special
Pericallis,Senetti diamond purple
Pericallis,Senetti diamond white
Pericallis,Senetti diamond white blue
Pericallis,Super Blue
Pericallis,Tall White
Pericallis,Violet
Pericallis,Violet Bicolor
Pericallis,White Blue Heart
Pericallis,White Red Heart
Pericallis,Yellow
Philodendron,Scandens
Philodendron,Scandens Brasil
Philodendron,Scandens Lime
Philodendron,Unknown 1
Philodendron,Bullseye
Philodendron,Sweethart
Philodendron,Lucky Lilac
Philodendron,Cherrys crush
Philodendron,Desire
Philodendron,Primadona
Philodendron,Hederaceum
Photinia,Red robin
Pilea,Ellen
Pilea,Hitchcockii
Pilea,Moonvalley
Pilea,Norfolk
Pilea,Silver Tree
Pilea,Silver Tree*
Pilea,Variety 11
Pilea,cadierei
Pilea,depressa Sao Paolo
Pilea,glauca Aquamarine
Pilea,nummulariifolia
Pilea,peperomioides
Pilea,77420003
Portulaca,119-24
Portulaca,127-24
Portulaca,134-24
Portulaca,145-24
Portulaca,154-24
Portulaca,155-24
Portulaca,161-24
Portulaca,174-24
Portulaca,190-24
Portulaca,219-24
Portulaca,225-24
Portulaca,48-24
Portulaca,56-24
Portulaca,Bicolor 24-24
Portulaca,Grandiflora Red
Portulaca,Grandiflora White
Portulaca,Grandiflora Yellow
Portulaca,New Orange
Portulaca,New Red
Portulaca,Pink
Portulaca,Pink 103-24
Portulaca,Pink 107-24
Portulaca,Pink 11-24
Portulaca,Pink 113-24
Portulaca,Pink 114-24
Portulaca,Pink 94-24
Portulaca,Red
Portulaca,Red 114-24
Portulaca,Red 56-24
Portulaca,White
Portulaca,Yellow
Portulaca,molokinensis
Portulacaria,77210001
Portulacaria,afra Mediopicta
Portulacaria,afra Variegata
Rhipsalis,baccifera
Rhipsalis,baccifera Cashero
Rhipsalis,baccifera Cassutha
Rhipsalis,burchelli
Rhipsalis,capilliformis
Rhipsalis,cereuscula
Rhipsalis,clavata
Rhipsalis,pilocarpa
Rhipsalis,Crispata
Rhoicissus,Ellen Danica
RIBES,Captivator
RIBES,uva-crispa Captivator red Easycrisp®
Rubus,Black Satin
Rubus,Loch Ness
Rubus,Oregon Thornless
Rubus,Phoeniculasius (Japanische Weinbeere)
Rubus,Tayberry
Rubus,Thornless Evergreen
Sagina,hawaiensis
Saintpaulia,ionantha Nonna Bicolor Dark Red White
Saintpaulia,ionantha Nonna Bicolor Light Pink
Saintpaulia,ionantha Nonna Bicolor Lilac White
Saintpaulia,ionantha Nonna Bicolor Red White
Saintpaulia,ionantha Nonna Bicolor Salmon Pink
Saintpaulia,ionantha Nonna Bicolor White Blue
Saintpaulia,ionantha Nonna Bicolor White Pink
Saintpaulia,ionantha Nonna Blue
Saintpaulia,ionantha Nonna Blue Silver
Saintpaulia,ionantha Nonna Bright Blue
Saintpaulia,ionantha Nonna Bright Pink
Saintpaulia,ionantha Nonna Bright Red
Saintpaulia,ionantha Nonna Dark Blue
Saintpaulia,ionantha Nonna Dark Blue White
Saintpaulia,ionantha Nonna Double
Saintpaulia,ionantha Nonna Light Blue
Saintpaulia,ionantha Nonna Light Double Raffled
Saintpaulia,ionantha Nonna Light Pink
Saintpaulia,ionantha Nonna Light Red
Saintpaulia,ionantha Nonna Pink
Saintpaulia,ionantha Nonna Raspberry White
Saintpaulia,ionantha Nonna Red
Saintpaulia,ionantha Nonna Smart Blue
Saintpaulia,ionantha Nonna Smart Pink
Saintpaulia,ionantha Nonna Sweet Pink
Saintpaulia,ionantha Nonna White
Saintpaulia,ionantha Nonna White Blue
Sansevieria,bacularis Fernwood
Sansevieria,bacularis Mikado
Sansevieria,parva
Sansevieria,superba Futura
Sansevieria,superba Futura 5 LEAF TIED
Sansevieria,superba Futura SINGLE LEAF
Sansevieria,superba Robusta
Sansevieria,superba Robusta 5 LEAF TIED
Sansevieria,superba Robusta SINGLE LEAF
Sansevieria,trifasciata Black Jade Hahnii
Sansevieria,trifasciata Black Jade Hahnii 5 LEAF TIED
Sansevieria,trifasciata Black Jade Hahnii SINGLE LEAF
Sansevieria,trifasciata Golden Hahnii
Sansevieria,trifasciata Golden Hahnii 5 LEAF TIED
Sansevieria,trifasciata Golden Hahnii SINGLE LEAF
Sansevieria,trifasciata Green Hahnii
Sansevieria,trifasciata Green Hahnii 5 LEAF TIED
Sansevieria,trifasciata Green Hahnii SINGLE LEAF
Sansevieria,trifasciata Jade Pagoda Hahnii
Sansevieria,trifasciata Jade Pagoda Hahnii 5 LEAF TIED
Sansevieria,trifasciata Jade Pagoda Hahnii SINGLE LEAF
Sansevieria,Panthera
Sansevieria,Jungle jewels
Sansevieria,77240004
Sansevieria,77230003
Sansevieria,77230002
Sansevieria,77230001
Sansevieria,77230004
Sanvitalia,Austin
Sanvitalia,Dallas
Sanvitalia,Denver
Sanvitalia,Miami
Sanvitalia,Reno
Sanvitalia,Sanvitalia
Sanvitalia,Sanvitalia New Sunset Sunny Stars
Sanvitalia,Sanvitalia Yellow Mini Sunny Stars
Sanvitalia,Sanvitalia Yellow Spot Sunny Stars
Sanvitalia,Sanvitalia spp
Sanvitalia,Tampa
Sanvitalia,Toledo
Sanvitalia,Troy
Sanvitalia,Waco
Sanvitalia,Yellow Mini
Sanvitalia,Yellow Spot
Saxifraga,77250001
Saxifraga,77250002
Saxifraga,stolonifera
Saxifraga,stolonifera Dark Green
Saxifraga,stolonifera Tricolor
Saxifraga,stolonifera Variegata White
Scaevola,aemula Ocean Blues Falls
Scaevola,aemula White Falls
Scaevola,White white
Scaevola,31(01)23
Scaevola,233-23
Schefflera,Madame D Smet
Schefflera,Madame De Smet
Schlumbergera,77260001
Schlumbergera,77260002
Schlumbergera,77260003
Schlumbergera,77260004
Schlumbergera,77260005
Schlumbergera,77260006
Schlumbergera,77260007
Schlumbergera,77260008
Schlumbergera,77260009
Schlumbergera,77260010
Schlumbergera,77260011
Schlumbergera,77260012
Schlumbergera,77260013
Schlumbergera,77260014
Schlumbergera,77260015
Schlumbergera,77260016
Schlumbergera,77260017
Schlumbergera,77260018
Schlumbergera,77260019
Schlumbergera,77260020
Schlumbergera,77260021
